#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_abagund;Abagund;Abagund;Abagund;;Abagund;;;;;;;;;x
c_abagund_adj;Abagundian;;abagunder;;;;;;;;;;;x
c_abilacht;Abilacht;Abilacht;Abilacht;;Abilacht;;;;;;;;;x
c_abilacht_adj;Abilachtian;;abilachter;;;;;;;;;;;x
c_achan;Achan;Achan;Achan;;Achan;;;;;;;;;x
c_achan_adj;Achanian;;achaner;;;;;;;;;;;x
c_achazak;Achazak;Achazak;Achazak;;Achazak;;;;;;;;;x
c_achazak_adj;Achazakian;;achazaker;;;;;;;;;;;x
c_adlerflug;Adlerflug;Adlerflug;Adlerflug;;Adlerflug;;;;;;;;;x
c_adlerflug_adj;Adlerflugian;;adlerfluger;;;;;;;;;;;x
c_aehrengatter;Ährengatter;Ährengatter;Ährengatter;;Ährengatter;;;;;;;;;x
c_aehrengatter_adj;Ährengatterian;;ährengatterer;;;;;;;;;;;x
c_aellingen;Ällingen;Ällingen;Ällingen;;Ällingen;;;;;;;;;x
c_aellingen_adj;Ällingenian;;ällingener;;;;;;;;;;;x
c_agum;Agum;Agum;Agum;;Agum;;;;;;;;;x
c_agum_adj;Agumian;;agumer;;;;;;;;;;;x
c_ahabad;Ahabad;Ahabad;Ahabad;;Ahabad;;;;;;;;;x
c_ahabad_adj;Ahabadian;;ahabader;;;;;;;;;;;x
c_aimaristan;Aimaristan;Aimaristan;Aimaristan;;Aimaristan;;;;;;;;;x
c_aimaristan_adj;Aimaristanian;;aimaristaner;;;;;;;;;;;x
c_aiwiallsfest;Aiwiallsfest;Aiwiallsfest;Aiwiallsfest;;Aiwiallsfest;;;;;;;;;x
c_aiwiallsfest_adj;Aiwiallsfestian;;aiwiallsfester;;;;;;;;;;;x
c_alam_therekh;Alam-Therekh;Alam-Therekh;Alam-Therekh;;Alam-Therekh;;;;;;;;;x
c_alam_therekh_adj;Alam-Therekhian;;alam-therekher;;;;;;;;;;;x
c_albengau;Albengau;Albengau;Albengau;;Albengau;;;;;;;;;x
c_albengau_adj;Albengian;;albenger;;;;;;;;;;;x
c_albenhus;Albenhus;Albenhus;Albenhus;;Albenhus;;;;;;;;;x
c_albenhus_adj;Albenhusian;;albenhuser;;;;;;;;;;;x
c_albentrutz;Albentrutz;Albentrutz;Albentrutz;;Albentrutz;;;;;;;;;x
c_albentrutz_adj;Albentrutzian;;albentrutzer;;;;;;;;;;;x
c_albersrode;Albersrode;Albersrode;Albersrode;;Albersrode;;;;;;;;;x
c_albersrode_adj;Albersrodean;;albersroder;;;;;;;;;;;x
c_alchuram;Al'Churam;Al'Churam;Al'Churam;;Al'Churam;;;;;;;;;x
c_alchuram_adj;Al'Churamian;;al'churamer;;;;;;;;;;;x
c_aldyra;Aldyra;Aldyra;Aldyra;;Aldyra;;;;;;;;;x
c_aldyra_adj;Aldyran;;aldyrer;;;;;;;;;;;x
c_alrifat;Al'Rifat;Al'Rifat;Al'Rifat;;Al'Rifat;;;;;;;;;x
c_alrifat_adj;Al'Rifatian;;al'rifater;;;;;;;;;;;x
